trail_id,trail_name,steward_id,trail_segment_id,Type,trail_rating,hike,bike,horse,ski,motor,accessible,Comments,length,geometry
,,,85,Double Track,,,,,,,,None,585.7128377,
,,,88,Double Track,,,,,,,,dead end,2873.213617,
,,,89,Double Track,,,,,,,,None,1582.673386,
,,,90,Single Track,,,,,,,,"needs work, blowdowns",2205.015513,
,,,91,Double Track,,,,,,,,None,1020.122783,
,,,92,Double Track,,,,,,,,Private,1521.059888,
,,,93,Double Track,,,,,,,,None,531.3869044,
,,,95,Double Track,,,,,,,,None,2821.958636,
,,,96,Double Track,,,,,,,,None,1520.479541,
,,,97,Single Track,,,,,,,,None,719.336575,
,,,98,Double Track,,,,,,,,None,1729.70243,
,,,99,Gravel Road,,,,,,,,None,3797.805734,
,,,101,Gravel Road,,,,,,,,None,3853.805686,
,,,102,Gravel Road,,,,,,,,None,1194.582487,
,,,106,Gravel Road,,,,,,,,None,1241.928138,
,,,107,Single Track,,,,,,,,None,1329.107928,
,,,108,Gravel Road,,,,,,,,None,3248.010806,
,,,109,Double Track,,,,,,,,None,3873.200846,
,,,110,Gravel Road,,,,,,,,None,3024.399216,
,,,111,Single Track,,,,,,,,None,1152.18116,
,,,112,Single Track,,,,,,,,None,3905.778782,
,,,113,Single Track,,,,,,,,None,2528.078046,
,,,114,Single Track,,,,,,,,None,1055.481313,
,,,115,Gravel Road,,,,,,,,None,8359.956222,
,,,116,Double Track,,,,,,,,None,2648.441896,
,,,117,Single Track,,,,,,,,None,1059.438818,
,,,118,Gravel Road,,,,,,,,None,2147.60013,
,,,119,Single Track,,,,,,,,NO NAME,1443.112968,
,,,120,Single Track,,,,,,,,NO NAME,3474.93068,
,,,121,Single Track,,,,,,,,Fair,1525.674623,
,,,122,Double Track,,,,,,,,None,4226.806825,
,,,123,Single Track,,,,,,,,Fair,5580.139783,
,,,124,Single Track,,,,,,,,QUESTIONABLE TRAIL,1575.620714,
,,,125,Single Track,,,,,,,,NO NAME,4571.912757,
,,,126,Gravel Road,,,,,,,,NO NAME,455.746528,
,,,127,Double Track,,,,,,,,Owner = Fish & Wildlife,1198.825086,
,,,128,Double Track,,,,,,,,Owner = Fish & Wildlife,2311.798334,
,,,129,Double Track,,,,,,,,Owner = Fish & Wildlife,3643.032199,
,,,130,Double Track,,,,,,,,Owner = Fish & Wildlife,4540.802489,
,,,131,Single Track,,,,,,,,None,308.9381519,
,,,133,Gravel Road,,,,,,,,None,1454.422588,
,,,134,Single Track,,,,,,,,None,1444.635762,
,,,135,Single Track,,,,,,,,None,4198.080558,
,,,136,Single Track,,,,,,,,None,14751.25028,
,,,137,Single Track,,,,,,,,None,2451.967669,
,,,138,Single Track,,,,,,,,None,688.8495917,
,,,139,Double Track,,,,,,,,None,4494.621189,
,,,140,Double Track,,,,,,,,None,1524.20881,
,,,141,Double Track,,,,,,,,None,1764.062369,
,,,142,Single Track,,,,,,,,None,8381.684039,
,,,143,Double Track,,,,,,,,Owner = Fish & Wildlife,1463.712196,
,,,144,Double Track,,,,,,,,Owner = Fish & Wildlife,5120.830983,
,,,145,Double Track,,,,,,,,Owner = Fish & Wildlife,4161.307482,
,,,146,Double Track,,,,,,,,Owner = Fish & Wildlife,1883.654851,
,,,147,Double Track,,,,,,,,Owner = Fish & Wildlife,3615.968583,
,,,148,Double Track,,,,,,,,Owner = Fish & Wildlife,1925.687572,
,,,149,Double Track,,,,,,,,Owner = Fish & Wildlife,2607.327004,
,,,150,Double Track,,,,,,,,Owner = Fish & Wildlife,3318.551854,
,,,151,Double Track,,,,,,,,Owner = Fish & Wildlife,3060.155371,
,,,152,Double Track,,,,,,,,Owner = Fish & Wildlife,731.3149072,
,,,155,Double Track,,,,,,,,None,1981.896576,
,,,157,Gravel Road,,,,,,,,NO NAME,5119.607547,
,,,158,Gravel Road,,,,,,,,None,6311.419801,
,,,159,Gravel Road,,,,,,,,None,5285.195136,
,,,160,Single Track,,,,,,,,None,94.08255574,
,,,161,Double Track,,,,,,,,Mt Tom Trail; fair,2468.604136,
,,,162,Gravel Road,,,,,,,,None,314.8400026,
,,,165,Single Track,,,,,,,,None,162.3799488,
,,,166,Single Track,,,,,,,,NO NAME,152.7217156,
,,,167,Single Track,,,,,,,,NO NAME,940.7277826,
,,,169,Single Track,,,,,,,,NO NAME,530.1385742,
,,,170,Single Track,,,,,,,,"Mount Tom Trail, white blaze",4948.906764,
,,,171,Single Track,,,,,,,,Dove Crest,6867.738215,
,,,172,Single Track,,,,,,,,"Mount Tom Trail, white blaze",1773.246239,
,,,173,Single Track,,,,,,,,NO NAME,2763.905035,
,,,174,Double Track,,,,,,,,"no name , repair",1377.985284,
,,,175,Single Track,,,,,,,,NO NAME,136.8531318,
,,,176,Single Track,,,,,,,,None,87.7411732,
,,,177,Single Track,,,,,,,,None,1914.931741,
,,,178,Single Track,,,,,,,,Old Ten Rod Road,454.8395529,
,,,179,Single Track,,,,,,,,"no name , repair",4273.924175,
,,,181,Single Track,,,,,,,,"no name , unknown",7694.185953,
,,,182,Single Track,,,,,,,,None,1040.162584,
,,,184,Single Track,,,,,,,,"unnamed, fair",2277.148853,
,,,185,Double Track,,,,,,,,"no name , repair",1959.099587,
,,,186,Single Track,,,,,,,,None,1878.087784,
,,,187,Single Track,,,,,,,,None,2193.107777,
,,,190,Single Track,,,,,,,,Narragansett Gun Club,1831.365241,
,,,192,Single Track,,,,,,,,None,232.3789788,
,,,195,Single Track,,,,,,,,unnamed,813.7158223,
,,,196,Double Track,,,,,,,,Good,2841.845736,
,,,197,Single Track,,,,,,,,Good,623.3771627,
,,,198,Single Track,,,,,,,,Good,2232.705403,
,,,199,Single Track,,,,,,,,Good,1359.103634,
,,,202,Double Track,,,,,,,,OFF NEWMAN,1908.151216,
,,,207,Single Track,,,,,,,,UNNAMED,3410.678375,
,,,208,Single Track,,,,,,,,None,912.9351448,
,,,209,Double Track,,,,,,,,None,1778.131584,
,,,210,Double Track,,,,,,,,None,462.6066113,
,,,211,Double Track,,,,,,,,None,703.7543116,
,,,212,Double Track,,,,,,,,None,505.2115048,
,,,213,Single Track,,,,,,,,None,581.2215736,
,,,214,Single Track,,,,,,,,None,2482.675722,
,,,215,Single Track,,,,,,,,None,401.2328636,
,,,216,Single Track,,,,,,,,None,2983.592624,
,,,217,Single Track,,,,,,,,None,643.1607801,
,,,218,Single Track,,,,,,,,None,119.4276122,
,,,219,Double Track,,,,,,,,None,569.9589965,
,,,220,Single Track,,,,,,,,UNNAMED,3225.221187,
,,,221,Gravel Road,,,,,,,,MATTESON PLAIN ROAD,167.8396133,
,,,222,Single Track,,,,,,,,UNNAMED,3050.385091,
,,,225,Single Track,,,,,,,,UNNAMED,2010.761135,
,,,226,Single Track,,,,,,,,"Mount Tom ,",600.3561074,
,,,227,Double Track,,,,,,,,None,4418.896109,
,,,229,Single Track,,,,,,,,None,82.40931849,
,,,230,Double Track,,,,,,,,None,1701.709062,
,,,231,Gravel Road,,,,,,,,None,2033.585948,
,,,232,Double Track,,,,,,,,None,1808.431649,
,,,233,Double Track,,,,,,,,None,469.3926128,
,,,234,Double Track,,,,,,,,None,5670.833479,
,,,235,Single Track,,,,,,,,None,2456.830634,
,,,236,Gravel Road,,,,,,,,None,624.6010217,
,,,237,Single Track,,,,,,,,None,4323.99106,
,,,238,Single Track,,,,,,,,None,3810.10901,
,,,239,Double Track,,,,,,,,None,1795.698317,
,,,240,Double Track,,,,,,,,None,3003.550882,
,,,241,Double Track,,,,,,,,None,3208.822467,
,,,243,Gravel Road,,,,,,,,Gravel Road,2327.784278,
,,,244,Gravel Road,,,,,,,,Gravel Road,295.5478534,
,,,246,Single Track,,,,,,,,None,382.3006267,
,,,247,Single Track,,,,,,,,None,1494.509481,
,,,248,Single Track,,,,,,,,None,830.2553856,
,,,250,Paved Road,,,,,,,,None,511.2560863,
,,,251,Gravel Road,,,,,,,,None,720.0084998,
,,,252,Paved Path,,,,,,,,None,511.5025503,
,,,253,Gravel Road,,,,,,,,None,373.7877408,
,,,254,Gravel Road,,,,,,,,None,111.0771559,
,,,255,Paved Path,,,,,,,,None,1802.612926,
,,,256,Paved Road,,,,,,,,None,1584.353342,
,,,257,Paved Road,,,,,,,,None,1754.388191,
,,,258,Paved Path,,,,,,,,None,3288.455384,
,,,270,Gravel Road,,,,,,,,None,465.3743808,
,,,271,Gravel Road,,,,,,,,None,282.5463294,
,,,272,Gravel Road,,,,,,,,None,115.0551631,
,,,273,Gravel Road,,,,,,,,None,191.0874296,
,,,274,Single Track,,,,,,,,None,338.2275476,
,,,275,Single Track,,,,,,,,None,6930.94638,
,,,276,Single Track,,,,,,,,None,830.3929403,
,,,277,Double Track,,,,,,,,None,950.1408197,
,,,278,Double Track,,,,,,,,None,1716.259603,
,,,279,Double Track,,,,,,,,None,1208.350075,
,,,280,Double Track,,,,,,,,None,1365.310254,
,,,281,Double Track,,,,,,,,None,3985.981651,
,,,282,Double Track,,,,,,,,None,389.3552143,
,,,283,Double Track,,,,,,,,None,106.3928356,
,,,286,Double Track,,,,,,,,None,2335.572853,
,,,287,Double Track,,,,,,,,None,1618.506009,
,,,288,Gravel Road,,,,,,,,None,2788.870629,
,,,289,Single Track,,,,,,,,None,465.665843,
,,,379,Paved Road,,,,,,,,None,1942.524739,
,,,380,Paved Road,,,,,,,,None,235.5824793,
,,,381,Paved Road,,,,,,,,None,364.6227515,
,,,382,Paved Road,,,,,,,,None,1556.924259,
,,,383,Paved Road,,,,,,,,None,1025.719921,
,,,384,Paved Road,,,,,,,,None,416.5310039,
,,,385,Paved Path,,,,,,,,None,5295.850686,
,,,386,Paved Road,,,,,,,,None,2041.936528,
,,,387,Paved Road,,,,,,,,None,220.5353008,
,,,388,Paved Road,,,,,,,,None,2663.727991,
,,,389,Paved Road,,,,,,,,None,1435.7674,
,,,390,Paved Road,,,,,,,,None,1473.052669,
,,,391,Paved Road,,,,,,,,None,1115.383917,
,,,392,Paved Road,,,,,,,,None,642.9100742,
,,,393,Paved Road,,,,,,,,None,289.779136,
,,,394,Paved Road,,,,,,,,None,51.31390206,
,,,395,Paved Road,,,,,,,,None,1126.031289,
,,,396,Paved Road,,,,,,,,None,478.1622642,
,,,397,Paved Road,,,,,,,,None,190.1516178,
,,,398,Paved Road,,,,,,,,None,130.984054,
,,,399,Paved Road,,,,,,,,None,461.8352325,
,,,400,Paved Road,,,,,,,,None,466.6651346,
,,,401,Paved Road,,,,,,,,None,933.5367768,
,,,402,Paved Road,,,,,,,,None,191.4697465,
,,,403,Paved Road,,,,,,,,None,182.2117673,
,,,404,Paved Road,,,,,,,,None,703.8418136,
,,,405,Paved Road,,,,,,,,None,665.9483829,
,,,406,Paved Path,,,,,,,,None,9026.934405,
,,,407,Single Track,,,,,,,,None,14528.58535,
,,,408,Double Track,,,,,,,,None,270.2328871,
,,,409,Double Track,,,,,,,,None,2302.381725,
,,,410,Single Track,,,,,,,,None,428.3643697,
,,,411,Gravel Road,,,,,,,,None,373.1993144,
,,,412,Paved Road,,,,,,,,None,721.1847794,
,,,413,Gravel Road,,,,,,,,None,130.2122891,
,,,414,Gravel Road,,,,,,,,None,102.8627115,
,,,415,Gravel Road,,,,,,,,None,106.9292494,
,,,416,Gravel Road,,,,,,,,None,2617.704932,
,,,417,Gravel Road,,,,,,,,None,4389.634704,
,,,418,Gravel Road,,,,,,,,None,6929.115854,
,,,419,Gravel Road,,,,,,,,None,1430.943475,
,,,420,Gravel Road,,,,,,,,None,4996.438588,
,,,421,Gravel Road,,,,,,,,None,3028.668746,
,,,422,Gravel Road,,,,,,,,None,1377.862787,
,,,423,Gravel Road,,,,,,,,None,3116.01666,
,,,424,Gravel Road,,,,,,,,None,2007.623383,
,,,425,Gravel Road,,,,,,,,None,3050.233256,
,,,427,Paved Road,,,,,,,,None,382.9239541,
,,,428,Paved Road,,,,,,,,None,324.5609687,
,,,430,Paved Road,,,,,,,,None,589.3276926,
,,,431,Gravel Road,,,,,,,,None,1139.11715,
,,,432,Gravel Road,,,,,,,,None,829.5313043,
,,,433,Double Track,,,,,,,,None,1088.096186,
,,,434,Double Track,,,,,,,,None,1174.12431,
,,,435,Gravel Road,,,,,,,,None,507.139143,
,,,436,Double Track,,,,,,,,None,648.2617091,
,,,437,Gravel Road,,,,,,,,None,138.6360254,
,,,440,Gravel Road,,,,,,,,None,961.6103339,
,,,441,Gravel Road,,,,,,,,None,360.5370107,
,,,442,Gravel Road,,,,,,,,None,115.9570152,
,,,443,Double Track,,,,,,,,None,174.7482294,
,,,444,Gravel Road,,,,,,,,None,136.3883654,
,,,445,Double Track,,,,,,,,None,589.3618791,
,,,446,Double Track,,,,,,,,None,622.4939465,
,,,447,Double Track,,,,,,,,None,286.1254318,
,,,448,Gravel Road,,,,,,,,None,310.5204987,
,,,450,Single Track,,,,,,,,None,318.3494008,
,,,452,Double Track,,,,,,,,None,492.4975863,
,,,453,Gravel Road,,,,,,,,None,1968.842576,
,,,467,Double Track,,,,,,,,None,478.9094179,
,,,468,Double Track,,,,,,,,None,450.5801909,
,,,469,Double Track,,,,,,,,None,383.042038,
,,,470,Double Track,,,,,,,,None,321.6320551,
,,,471,Double Track,,,,,,,,None,412.434739,
,,,472,Double Track,,,,,,,,None,266.8160057,
,,,473,Single Track,,,,,,,,None,376.9719591,
,,,474,Gravel Road,,,,,,,,None,1825.70684,
,,,475,Double Track,,,,,,,,None,1291.788918,
,,,476,Double Track,,,,,,,,None,272.6922742,
,,,477,Double Track,,,,,,,,None,219.6626652,
,,,478,Double Track,,,,,,,,None,1473.787718,
,,,479,Double Track,,,,,,,,None,483.7403053,
,,,480,Double Track,,,,,,,,None,511.1938419,
,,,481,Double Track,,,,,,,,None,457.2221812,
,,,482,Double Track,,,,,,,,None,633.9401789,
,,,483,Double Track,,,,,,,,None,169.8859825,
,,,484,Double Track,,,,,,,,None,795.2639281,
,,,485,Double Track,,,,,,,,None,112.006882,
,,,486,Double Track,,,,,,,,None,914.6267827,
,,,487,Double Track,,,,,,,,None,339.7694707,
,,,488,Double Track,,,,,,,,None,381.9457077,
,,,489,Double Track,,,,,,,,None,350.8229541,
,,,490,Double Track,,,,,,,,None,525.7897011,
,,,491,Double Track,,,,,,,,None,839.7201191,
,,,492,Double Track,,,,,,,,None,270.8572779,
,,,493,Double Track,,,,,,,,None,152.0297955,
,,,494,Double Track,,,,,,,,None,1030.068287,
,,,495,Double Track,,,,,,,,None,476.7040137,
,,,496,Double Track,,,,,,,,None,686.7127362,
,,,497,Double Track,,,,,,,,None,561.853138,
,,,498,Double Track,,,,,,,,None,181.323752,
,,,499,Double Track,,,,,,,,None,335.6412742,
,,,500,Double Track,,,,,,,,None,463.646757,
,,,501,Double Track,,,,,,,,None,879.3356709,
,,,502,Double Track,,,,,,,,None,752.5928079,
,,,503,Double Track,,,,,,,,None,489.3699156,
,,,504,Double Track,,,,,,,,None,954.4408949,
,,,505,Double Track,,,,,,,,None,1846.366093,
,,,506,Double Track,,,,,,,,None,420.8299765,
,,,507,Double Track,,,,,,,,None,1011.296688,
,,,508,Double Track,,,,,,,,None,348.2133727,
,,,509,Double Track,,,,,,,,None,1110.472275,
,,,510,Double Track,,,,,,,,None,330.5197513,
,,,511,Double Track,,,,,,,,None,548.7177643,
,,,512,Double Track,,,,,,,,None,229.5457498,
,,,513,Double Track,,,,,,,,None,1041.95436,
,,,514,Double Track,,,,,,,,None,590.0231357,
,,,515,Double Track,,,,,,,,None,1376.248731,
,,,516,Double Track,,,,,,,,None,396.1249623,
,,,517,Double Track,,,,,,,,None,1886.102631,
,,,518,Double Track,,,,,,,,None,1104.220427,
,,,519,Double Track,,,,,,,,None,648.6833754,
,,,520,Double Track,,,,,,,,None,340.924892,
,,,521,Double Track,,,,,,,,None,404.8700517,
,,,522,Double Track,,,,,,,,None,423.2126024,
,,,523,Double Track,,,,,,,,None,450.9716726,
,,,524,Double Track,,,,,,,,None,1568.447381,
,,,525,Double Track,,,,,,,,None,816.9689706,
,,,526,Double Track,,,,,,,,None,204.2208153,
,,,527,Double Track,,,,,,,,None,486.6310928,
,,,528,Double Track,,,,,,,,None,1173.951348,
,,,529,Double Track,,,,,,,,None,161.5445572,
,,,530,Double Track,,,,,,,,None,143.5121884,
,,,531,Double Track,,,,,,,,None,94.0390186,
,,,532,Double Track,,,,,,,,None,604.5983382,
,,,533,Double Track,,,,,,,,None,132.0642471,
,,,534,Double Track,,,,,,,,None,253.7512423,
,,,535,Double Track,,,,,,,,None,431.0795554,
,,,536,Double Track,,,,,,,,None,1258.035583,
,,,537,Double Track,,,,,,,,None,267.6038202,
,,,538,Double Track,,,,,,,,None,535.5069976,
,,,539,Double Track,,,,,,,,None,912.7662373,
,,,540,Double Track,,,,,,,,None,844.7472813,
,,,541,Double Track,,,,,,,,None,682.0327518,
,,,542,Double Track,,,,,,,,None,1276.328279,
,,,543,Double Track,,,,,,,,None,463.2564291,
,,,544,Double Track,,,,,,,,None,253.9267536,
,,,545,Double Track,,,,,,,,None,745.6415177,
,,,546,Double Track,,,,,,,,None,1234.695865,
,,,547,Double Track,,,,,,,,None,374.4407415,
,,,548,Double Track,,,,,,,,None,404.5613139,
,,,549,Double Track,,,,,,,,None,597.6403969,
,,,550,Double Track,,,,,,,,None,260.1785017,
,,,551,Double Track,,,,,,,,None,670.9465048,
,,,552,Double Track,,,,,,,,None,490.8625853,
,,,553,Double Track,,,,,,,,None,1069.735198,
,,,554,Double Track,,,,,,,,None,149.4685436,
,,,555,Double Track,,,,,,,,None,263.3922687,
,,,556,Double Track,,,,,,,,None,2315.80616,
,,,557,Double Track,,,,,,,,None,672.0762408,
,,,558,Double Track,,,,,,,,None,594.5571824,
,,,559,Double Track,,,,,,,,None,341.4652158,
,,,560,Double Track,,,,,,,,None,313.5015183,
,,,561,Double Track,,,,,,,,None,2082.834797,
,,,562,Double Track,,,,,,,,None,351.4187399,
,,,563,Double Track,,,,,,,,None,1040.750855,
,,,564,Double Track,,,,,,,,None,1211.915326,
,,,565,Double Track,,,,,,,,None,577.507139,
,,,566,Double Track,,,,,,,,None,392.4389415,
,,,567,Double Track,,,,,,,,None,114.9395738,
,,,568,Double Track,,,,,,,,None,977.8363287,
,,,569,Double Track,,,,,,,,None,289.839706,
,,,570,Double Track,,,,,,,,None,549.7564788,
,,,571,Double Track,,,,,,,,None,988.3672428,
,,,572,Double Track,,,,,,,,None,2347.394477,
,,,573,Double Track,,,,,,,,None,620.4720662,
,,,574,Double Track,,,,,,,,None,529.6246679,
,,,575,Double Track,,,,,,,,None,911.940665,
,,,576,Double Track,,,,,,,,None,1133.323612,
,,,577,Double Track,,,,,,,,None,1114.04925,
,,,578,Double Track,,,,,,,,None,881.8091668,
,,,579,Double Track,,,,,,,,None,1465.749399,
,,,580,Double Track,,,,,,,,None,386.799416,
,,,581,Double Track,,,,,,,,None,903.9732427,
,,,582,Double Track,,,,,,,,None,81.96197905,
,,,583,Double Track,,,,,,,,None,391.6538321,
,,,584,Double Track,,,,,,,,None,275.3536338,
,,,585,Double Track,,,,,,,,None,299.651048,
,,,586,Double Track,,,,,,,,None,289.153756,
,,,587,Double Track,,,,,,,,None,343.4608093,
,,,588,Double Track,,,,,,,,None,343.4570445,
,,,589,Double Track,,,,,,,,None,1374.195436,
,,,590,Double Track,,,,,,,,None,195.3743654,
,,,591,Double Track,,,,,,,,None,1656.248852,
,,,592,Double Track,,,,,,,,None,951.7603439,
,,,593,Double Track,,,,,,,,None,303.9053373,
,,,594,Double Track,,,,,,,,None,393.8111489,
,,,595,Double Track,,,,,,,,None,337.3830984,
,,,596,Double Track,,,,,,,,None,407.6860167,
,,,597,Double Track,,,,,,,,None,239.5804874,
,,,598,Double Track,,,,,,,,None,586.3628822,
,,,599,Double Track,,,,,,,,None,3870.598141,
,,,600,Double Track,,,,,,,,None,260.0618271,
,,,601,Double Track,,,,,,,,None,831.2839863,
,,,602,Double Track,,,,,,,,None,1629.482352,
,,,603,Double Track,,,,,,,,None,1417.791603,
,,,604,Double Track,,,,,,,,None,167.0901226,
,,,605,Double Track,,,,,,,,None,310.791508,
,,,606,Double Track,,,,,,,,None,1206.177761,
,,,607,Double Track,,,,,,,,None,976.3087504,
,,,608,Double Track,,,,,,,,None,1084.227348,
,,,609,Double Track,,,,,,,,None,626.8891983,
,,,610,Double Track,,,,,,,,None,267.2423309,
,,,611,Double Track,,,,,,,,None,288.4867714,
,,,612,Double Track,,,,,,,,None,364.0625411,
,,,613,Double Track,,,,,,,,None,404.8476176,
,,,614,Double Track,,,,,,,,None,243.8013783,
,,,615,Double Track,,,,,,,,None,6561.201212,
,,,616,Double Track,,,,,,,,None,102.7638352,
,,,617,Double Track,,,,,,,,None,388.2777955,
,,,618,Double Track,,,,,,,,None,184.3430861,
,,,619,Double Track,,,,,,,,None,144.1897009,
,,,620,Single Track,,,,,,,,None,1167.9308,
,,,621,Single Track,,,,,,,,None,598.4043018,
,,,622,Single Track,,,,,,,,None,165.027478,
,,,623,Single Track,,,,,,,,None,390.9532688,
,,,624,Single Track,,,,,,,,None,728.3851893,
,,,625,Single Track,,,,,,,,None,948.7876421,
,,,626,Single Track,,,,,,,,None,136.821601,
,,,627,Single Track,,,,,,,,None,890.5772335,
,,,628,Single Track,,,,,,,,None,772.5829799,
,,,629,Single Track,,,,,,,,None,1568.244174,
,,,630,Single Track,,,,,,,,None,221.0040562,
,,,631,Single Track,,,,,,,,None,157.7021334,
,,,632,Single Track,,,,,,,,None,188.8082761,
,,,633,Single Track,,,,,,,,None,389.8372401,
,,,634,Single Track,,,,,,,,None,191.4362437,
,,,635,Single Track,,,,,,,,None,196.9025355,
,,,636,Single Track,,,,,,,,None,1164.423268,
,,,637,Single Track,,,,,,,,None,377.4085104,
,,,638,Single Track,,,,,,,,None,988.9096843,
,,,639,Single Track,,,,,,,,None,340.3812196,
,,,640,Single Track,,,,,,,,None,206.003723,
,,,641,Single Track,,,,,,,,None,492.2620754,
,,,642,Single Track,,,,,,,,None,720.7204654,
,,,643,Single Track,,,,,,,,None,284.4414519,
,,,644,Single Track,,,,,,,,None,304.4560797,
,,,645,Single Track,,,,,,,,None,398.977986,
,,,646,Single Track,,,,,,,,None,249.9265481,
,,,647,Single Track,,,,,,,,None,311.2027169,
,,,648,Single Track,,,,,,,,None,285.5132165,
,,,649,Single Track,,,,,,,,None,231.546708,
,,,650,Single Track,,,,,,,,None,257.777427,
,,,651,Single Track,,,,,,,,None,754.0924054,
,,,652,Single Track,,,,,,,,None,515.7965986,
,,,653,Single Track,,,,,,,,None,259.8750412,
,,,654,Single Track,,,,,,,,None,562.8998525,
,,,655,Single Track,,,,,,,,None,101.3004051,
,,,656,Single Track,,,,,,,,None,266.9066767,
,,,657,Single Track,,,,,,,,None,262.3692641,
,,,658,Single Track,,,,,,,,None,1096.551574,
,,,659,Single Track,,,,,,,,None,291.4643201,
,,,660,Single Track,,,,,,,,None,4447.143412,
,,,661,Single Track,,,,,,,,None,198.6321697,
,,,662,Single Track,,,,,,,,None,139.2768092,
,,,663,Single Track,,,,,,,,None,129.0835224,
,,,664,Single Track,,,,,,,,None,1066.744262,
,,,665,Single Track,,,,,,,,None,253.44775,
,,,666,Single Track,,,,,,,,None,229.7655239,
,,,667,Single Track,,,,,,,,None,137.5801736,
,,,668,Single Track,,,,,,,,None,3475.182958,
,,,669,Single Track,,,,,,,,None,400.1746577,
,,,670,Single Track,,,,,,,,None,710.8474865,
,,,671,Single Track,,,,,,,,None,578.7319554,
,,,672,Single Track,,,,,,,,None,106.8641791,
,,,673,Single Track,,,,,,,,None,767.3126172,
,,,674,Single Track,,,,,,,,None,844.7424469,
,,,675,Single Track,,,,,,,,None,752.3251961,
